Address,Quadrant,Profit_Factor,Average_Leverage,Total_PnL,Win_Rate,Liq_Loss_Ratio,Total_Account_Value,Avg_Duration_Min,Orders_30d,Orders_Per_Day,Duration_Ratio,Liq_Loss_Ratio_Detail,Top_Coins_Vol_Ratio,Liquidations_60d,Avg_PV
0x7d2e1ba3cb14a19a7591855f6e317a200558671b,Q2: 爆破敢死队,0.0433,20.0,-33290.48,28.57%,1.0197,0.0,218.23,24,0.8,5.4788,1.0197,1.0,7,154425.07
0x848ad05cc8061637c632ef4730d00f6dbbfa5a7a,Q2: 爆破敢死队,0.2655,24.47,-475825.24,28.57%,0.2396,1608.97,31604.2,23,0.77,1.1556,0.2396,0.9783,1,349364.56
0x2322f8e13d25e1c997b060bc5cebc9634f8a895a,Q2: 爆破敢死队,0.0003,11.53,-11596.95,11.11%,0.919,672.32,13531.72,23,0.77,2.796,0.919,1.0,6,36301.92
0xedf7809482887803f902724d98ebd764f3f3baca,Q2: 爆破敢死队,0.0566,13.78,-10064.6,22.22%,0.6859,4003.71,4582.19,22,0.73,6.2049,0.6859,0.9863,5,40211.13
0xfb2d242dfd6b60fe68b61d2342d33f259266d3da,Q2: 爆破敢死队,0.1942,11.16,-86336.11,22.92%,0.0186,1170.89,13310.9,21,0.7,0.5075,0.0186,0.8263,1,105941.92
0x86cda7e2f4d414bc52017f77886f79a626fe1442,Q2: 爆破敢死队,0.2395,33.33,-46105.36,29.27%,0.4964,12.05,13027.95,20,0.67,2.6503,0.4964,1.0,3,18773.59
0x41f088706de76d732c00903378004b40e3ac38ed,Q2: 爆破敢死队,0.0,13.33,-58805.14,0.00%,0.5083,0.41,364.33,19,0.63,0.0,0.5083,0.9657,2,708521.11
0xe6ced1ff8d8e30175d7a2cd00b0301b48b89e806,Q2: 爆破敢死队,0.0271,27.86,-11966.5,24.00%,0.2051,10139.72,12531.46,19,0.63,49.7758,0.2051,0.9678,0,15335.47
0xfff1e9c59adbd8c523acefce7fa88fc415df6c30,Q2: 爆破敢死队,0.0158,14.0,-31071.62,20.00%,0.9594,3539.64,1410.41,19,0.63,2.1285,0.9594,0.9997,4,111615.0
0x8ccdebed80986ed757df4018b619f1db1cbdb11a,Q2: 爆破敢死队,0.1763,21.64,-15901.0,21.11%,0.3813,0.27,2651.94,18,0.6,0.4195,0.3813,0.8822,26,12310.58
0x47e08f0b0c2d92efc850bc4628bba198400b5dc7,Q2: 爆破敢死队,0.0,14.29,-30063.82,0.00%,0.9897,996.81,3367.47,18,0.6,0.0,0.9897,0.9999,7,49481.39
0x261396996b7b412666cb18b673fa14c14fa73f35,Q2: 爆破敢死队,0.2941,18.33,-25420.4,27.78%,0.377,1273.98,14437.63,18,0.6,0.383,0.377,0.9943,1,14465.55
0xb005fd6eb51bb3bdf756ba55e2fa2bf3fecabc24,Q2: 爆破敢死队,0.1193,22.01,-10526.59,28.57%,0.798,0.01,9521.94,18,0.6,1.1244,0.798,0.9752,7,85817.75
0x0c61b057acc778517e3e49d2a052c6207397ce5b,Q2: 爆破敢死队,0.0439,34.9,-231770.48,7.69%,0.7646,401.71,4714.95,18,0.6,0.5189,0.7646,1.0,45,1300649.39
0x3df1c07a03b70a767bf792b30ed06442e53c8713,Q2: 爆破敢死队,0.0058,16.82,-12857.85,13.33%,0.9884,3.66,9122.29,18,0.6,3.5141,0.9884,0.9803,8,12271.21
0xb5f002fbb6f21ff773943c974b0d973e355806bb,Q2: 爆破敢死队,0.0,27.5,-55271.14,0.00%,1.0862,1684.85,148.61,17,0.57,0.0,1.0862,1.0,7,518514.2
0x5b23dab54350f1511fc7f11ea76d4f86c674f54c,Q2: 爆破敢死队,0.0157,15.28,-30970.47,8.33%,0.9607,5056.08,8587.71,17,0.57,0.7456,0.9607,1.0,1,26519.06
0x5fc75152d1ccf4ecd68d2ce080f824e0da69dd12,Q2: 爆破敢死队,0.0167,18.0,-67914.76,22.22%,0.9891,0.0,20823.13,17,0.57,0.7019,0.9891,0.9533,10,194265.68
0x0938c6336cb4175bea405d31ff5f2940e2eebe3a,Q2: 爆破敢死队,0.0542,26.54,-62149.99,16.13%,1.0649,294.82,8110.52,16,0.53,0.7195,1.0649,0.8976,10,40997.43
0xe98e38bb169d44e8b59327e742c166ac79ab50c0,Q2: 爆破敢死队,0.0824,27.94,-14573.63,21.21%,0.3235,0.67,946.15,16,0.53,0.3324,0.3235,0.9915,8,28772.9
0xd090bee53f18f6297621bcda6f849d5a3a649664,Q2: 爆破敢死队,0.1406,17.5,-10519.86,16.67%,1.1963,604.14,946.67,16,0.53,1.3863,1.1963,1.0,1,30885.95
0x5628302953bd84f8e9ac04c6b921e30f90e53bc4,Q2: 爆破敢死队,0.0,20.0,-219842.92,0.00%,0.4295,0.0,6174.67,16,0.53,0.0,0.4295,1.0,4,665745.0
0xd806f81037744a73f0f7e3935d6411b303a1769f,Q2: 爆破敢死队,0.0059,13.0,-15270.61,12.50%,0.994,13607.36,5213.88,16,0.53,2.2598,0.994,1.0,4,32839.29
0xecbc9ed1b458674056b25a9abadef3769cd5f7e1,Q2: 爆破敢死队,0.0887,40.0,-49967.56,13.33%,0.3689,288.27,12543.83,16,0.53,0.6986,0.3689,1.0,3,146358.61
0xf12153cfcf0f073f3810ae7439bb6e8ea7992e0f,Q2: 爆破敢死队,0.1406,35.0,-189316.89,25.00%,0.6064,6478.25,6703.31,16,0.53,99.4213,0.6064,1.0,9,3081084.73
0xf2a2ff1a0ea307ef20da0f1fa5b154f763a962cd,Q2: 爆破敢死队,0.1105,23.57,-12212.42,18.75%,1.5337,467.53,5886.08,16,0.53,0.0962,1.5337,0.9727,2,23226.86
0x5dd7bc712953e677cf61a1a94333c35c2606cd8a,Q2: 爆破敢死队,0.0,34.44,-20369.91,0.00%,1.0,14021.95,11030.79,15,0.5,0.0,1.0,1.0,4,135785.76
0x0d06487fa949ef1430da040dffc29cbf90021130,Q2: 爆破敢死队,0.2878,16.5,-11840.76,20.00%,1.2402,103.01,11502.43,15,0.5,1.0572,1.2402,0.9877,6,38928.35
0x7c79de327b9e71cd0b48aa3f52b85165c465edb6,Q2: 爆破敢死队,0.0,20.85,-39031.05,0.00%,0.8265,0.0,635.14,15,0.5,0.0,0.8265,1.0,10,297631.69
0x1ef17ce5ce0e4ea09bcfbeea435e585bb19e0e78,Q2: 爆破敢死队,0.0139,14.67,-17264.62,20.00%,0.3693,0.0,3345.88,14,0.47,2.5751,0.3693,0.9016,3,37555.23
0x2d1b3028927015b706e617db85025e96fab1f38b,Q2: 爆破敢死队,0.0044,12.0,-23751.11,11.76%,2.0997,15351.95,15316.47,14,0.47,1.0755,2.0997,0.9945,0,12562.83
0xced9e2e66119ed64e89be2399cc10e7515a6cb60,Q2: 爆破敢死队,0.0,40.0,-24000.13,0.00%,1.0,31.6,13600.27,14,0.47,0.0,1.0,1.0,7,47445.89
0xd2e4637fd0f7c1545802355f1a6be9a5ab782642,Q2: 爆破敢死队,0.2304,40.0,-262238.7,25.00%,1.0209,0.0,8273.06,14,0.47,1.8304,1.0209,0.9689,11,1875499.63
0xd915ce34475345082bd2991a5252b5c4f755496b,Q2: 爆破敢死队,0.0453,20.0,-24105.89,20.00%,0.4269,11325.18,62589.37,14,0.47,3.1578,0.4269,1.0,0,15611.92
0xed48bf4218684d7bb73ae3911f09ca793e52d0a1,Q2: 爆破敢死队,0.0,25.0,-26244.24,0.00%,1.0,3083.92,214.82,14,0.47,0.0,1.0,1.0,12,372746.54
0x0c0ed9bc814b9b5089cb70dd75de844718e78a4d,Q2: 爆破敢死队,0.2773,10.89,-45267.0,25.00%,1.1337,755.02,7231.08,14,0.47,1.8119,1.1337,0.8,3,385953.27
0x1d296bcce5bfb3116f4f714f33413b1e7c394f3f,Q2: 爆破敢死队,0.0,12.5,-47731.7,0.00%,1.0,13017.16,532.43,14,0.47,0.0,1.0,1.0,4,226283.79
0xae95dd32e9a7bb98e0017c4bc64fa35bef012cc5,Q2: 爆破敢死队,0.0,30.0,-26493.39,0.00%,0.6847,0.04,1387.52,13,0.43,0.0,0.6847,0.999,8,1070665.88
0xc326d832de301ced644e6a390f6aa345db501186,Q2: 爆破敢死队,0.0267,33.33,-1594027.25,8.33%,1.0637,3370.99,9261.52,13,0.43,5.086,1.0637,0.9585,6,7940797.8
0x15699ff33ebedf4c426619d81701b1ef7e253fc6,Q2: 爆破敢死队,0.0723,28.33,-22432.65,18.75%,0.367,0.35,1394.93,13,0.43,3.5037,0.367,0.9004,8,40531.97
0xd5a49b2ea0c38c4c0b9e3f01eb316b5789c201a1,Q2: 爆破敢死队,0.0098,33.1,-25375.84,20.00%,1.0095,0.0,8642.84,13,0.43,2.2518,1.0095,1.0,4,130070.15
0x70a0d8c796a1655317df5d095e9f1186689308b4,Q2: 爆破敢死队,0.2262,17.5,-24492.08,25.00%,1.0981,17874.19,489.63,13,0.43,0.9478,1.0981,0.8111,4,279125.84
0xf23da9d4625191ca06156b14c64823232720d672,Q2: 爆破敢死队,0.2488,12.05,-76918.35,25.00%,1.3312,0.0,80879.52,13,0.43,4.9237,1.3312,1.0,4,163968.49
0xfc5c7346d478cdfb872ea1705b0eecf28a1ef7e8,Q2: 爆破敢死队,0.0001,11.61,-10794.55,20.00%,0.6817,1000.08,9793.36,13,0.43,4.2817,0.6817,0.8114,2,18987.82
0xa62b9e608fb7a8ca3e5580bb6fc18bceb4176a77,Q2: 爆破敢死队,0.0115,13.75,-33275.78,25.00%,0.9408,0.0,129.34,12,0.4,0.1729,0.9408,1.0,5,276615.18
0x11d0a5faa29431079d00147e6f73c5dede071392,Q2: 爆破敢死队,0.0,15.0,-137581.79,0.00%,1.4746,1028.6,74129.84,12,0.4,0.0,1.4746,0.9235,14,302728.67
0xb078504b88480550c812a8ee1dc10dfddc6b04ed,Q2: 爆破敢死队,0.0,20.0,-20627.44,0.00%,0.6937,11.87,784.16,12,0.4,0.0,0.6937,0.9702,6,519847.15
0x0530c71f5a97241cb28c861a6e5fe6fd6b324a7f,Q2: 爆破敢死队,0.0,25.0,-16669.09,0.00%,0.4196,1550.75,619.58,12,0.4,0.0,0.4196,0.9896,5,308189.16
0x33403d76ac063c0bba99445dee0dd83260daffa9,Q2: 爆破敢死队,0.2498,22.0,-18633.24,27.27%,1.2825,0.57,2237.18,12,0.4,0.1011,1.2825,0.9826,5,56074.61
0x458172c26242e5e6d031677064b1a10e7217cbc1,Q2: 爆破敢死队,0.0603,10.91,-30614.06,26.47%,0.3486,786.11,509.28,11,0.37,2.9063,0.3486,0.8,4,91931.79
0xa9657da839b3364c62ce81d05a0f21a731bd4b6f,Q2: 爆破敢死队,0.0,20.0,-120740.13,0.00%,1.0,0.0,6728.44,11,0.37,0.0,1.0,1.0,8,587285.01
0xc190a756f7542671412a39441c47809bb1837b83,Q2: 爆破敢死队,0.0,19.17,-38625.48,0.00%,0.3258,13503.9,2703.63,11,0.37,0.0,0.3258,0.8,1,68194.22
0xc401b6128ae3d6ece0405c5f5a2ce979512d8384,Q2: 爆破敢死队,0.0,20.0,-16058.63,0.00%,0.963,7.43,323.35,11,0.37,0.0,0.963,0.9764,2,289074.75
0x03708b327ada82b901b84949e27ebfee69f12b1f,Q2: 爆破敢死队,0.0,11.84,-20844.89,0.00%,0.7556,1499.98,16329.79,11,0.37,0.0,0.7556,0.9762,4,32639.31
0x00458c967cc573632d6fdd19ed7b801ef2597127,Q2: 爆破敢死队,0.0,12.0,-32302.04,0.00%,1.0,2753.95,11831.34,11,0.37,0.0,1.0,1.0,3,115206.58
0xfaf5e1114e69095766e022b238f4f6584a98161a,Q2: 爆破敢死队,0.0,20.0,-4032697.56,0.00%,1.0,0.0,4685.11,11,0.37,0.0,1.0,1.0,5,20974000.0
0x3c9f1ef53a0700e8d8c84ecf8ba96c6a1f12a0fc,Q2: 爆破敢死队,0.0,18.33,-16032.22,0.00%,0.6188,58.62,1473.35,11,0.37,0.0,0.6188,0.8401,6,35337.17
0xa0feed73bca224e81357b054cd95de1e9ed24853,Q2: 爆破敢死队,0.1211,12.26,-32645.73,13.41%,2.1395,100.04,542.13,10,0.33,0.7317,2.1395,0.8685,3,17321.59
0x2701acdcdd03212bf95e332b8fb0e33682e4f47f,Q2: 爆破敢死队,0.226,20.0,-18079.37,28.17%,0.6058,506.71,1244.97,10,0.33,0.1888,0.6058,0.8222,2,30929.96
0xdb9918673d782a8116f583937f2f4a32352f11a2,Q2: 爆破敢死队,0.0998,16.25,-17593.29,20.00%,1.1335,53.17,22753.23,10,0.33,4.5791,1.1335,0.8,4,26922.33
0xd4e83831b208586b287388ca14b80dc87834c7ed,Q2: 爆破敢死队,0.0,30.0,-57985.47,0.00%,1.0,1546.66,8691.27,10,0.33,0.0,1.0,1.0,4,336412.0
0xf42eb13b54b8777862cd30f7baffaa84aaf7b15c,Q2: 爆破敢死队,0.0,13.91,-30302.69,0.00%,0.5291,0.0,38587.84,10,0.33,0.0,0.5291,1.0,5,293131.31
0x9ae493c7b89311960363aab319943f012a10efec,Q2: 爆破敢死队,0.04,15.0,-171687.94,20.00%,0.0953,138.64,406.23,9,0.3,3.4408,0.0953,1.0,1,260232.0
0x4d4a802eb9a2b5c760610dbafece8d2962ef1317,Q2: 爆破敢死队,0.0136,11.17,-126755.7,26.67%,0.8193,0.26,4334.27,9,0.3,1.486,0.8193,0.8401,1,54298.35
0x530b4c816096a27671ab31a18e4a683bc15920ab,Q2: 爆破敢死队,0.0369,15.0,-17882.47,5.88%,0.1471,80.71,9648.44,9,0.3,1.1725,0.1471,1.0,4,32865.59
0x6276b6846b6aa0128060ff9feac645107611e32b,Q2: 爆破敢死队,0.1814,15.0,-16231.43,13.33%,0.1285,4449.78,24289.89,9,0.3,2.2635,0.1285,0.9608,2,39653.35
0xe69419896a84ffd8f21de2efbca2e8e46031c1a5,Q2: 爆破敢死队,0.0,20.0,-66414.45,0.00%,1.0,4369.48,61.69,9,0.3,0.0,1.0,0.9757,7,1175595.28
0xf46fec5872c9d2c797fa86b667b270b60f9000f9,Q2: 爆破敢死队,0.0,21.25,-17116.63,0.00%,0.6514,29.51,5773.05,9,0.3,0.0,0.6514,0.8832,4,25051.34
0x8b821807f6ae10fc8b5f83202a6362bddb8f5dd5,Q2: 爆破敢死队,0.0,20.0,-10900.5,0.00%,1.054,0.0,36044.27,8,0.27,0.0,1.054,1.0,1,91230.69
0xa1140077fc8c15498cb7e7b423198537a405dd65,Q2: 爆破敢死队,0.288,15.0,-98962.95,28.57%,2.8362,1822.2,30411.3,8,0.27,3.049,2.8362,0.8235,7,395277.14
0xa478cbd1f75aca4b965d0a21500176036c77c7ae,Q2: 爆破敢死队,0.0,20.0,-701981.04,0.00%,1.0,4666.97,7819.66,8,0.27,0.0,1.0,1.0,5,3514353.99
0xbed653f109c1b70baa3030d6a5ce262876547d2b,Q2: 爆破敢死队,0.0,15.0,-16641.13,0.00%,0.8354,3879.28,1583.58,8,0.27,0.0,0.8354,0.8598,1,138393.78
0xbf9f0dc9a1e6d3b3a1e4146c28a3144b161f64f9,Q2: 爆破敢死队,0.0,12.55,-49921.05,0.00%,1.0,3692.46,7358.11,8,0.27,0.0,1.0,1.0,8,318943.66
0x0a545809e2eca13d484fe45594640e2d547827aa,Q2: 爆破敢死队,0.0627,30.0,-36975.56,13.33%,0.4103,38.0,2588.72,8,0.27,4.5354,0.4103,0.9662,7,17115.95
0x30ea553ff632dd268ed3bc0013fc9ddac2b48dbf,Q2: 爆破敢死队,0.2545,10.68,-25252.38,22.49%,0.2019,0.13,1343.3,8,0.27,0.5278,0.2019,0.8,7,17912.5
0x3685908e56acc83f3ee61b696ed59c32a6d6abb7,Q2: 爆破敢死队,0.0,33.33,-53975.37,0.00%,0.3919,0.0,69.85,8,0.27,0.0,0.3919,1.0,3,750865.34
0x3c38bf9e4189117ba75816e9e01c9d627b5810c3,Q2: 爆破敢死队,0.0,25.0,-18560.66,0.00%,0.4658,0.0,5012.29,8,0.27,0.0,0.4658,1.0,1,21108.1
0x4649600c339771cb0caf8473a311d2b73ee1e49f,Q2: 爆破敢死队,0.0042,20.71,-89483.02,28.57%,0.9939,3075.47,32063.73,7,0.23,15.3005,0.9939,0.9788,3,257660.61
0x98d0b362eeaa68ed0d304f1042793469011864df,Q2: 爆破敢死队,0.0,20.0,-14884.48,0.00%,0.9638,1101.69,7548.06,7,0.23,0.0,0.9638,0.9856,4,36347.77
0x5fee5806803b56ec575ccb87a31e0124a3f125f1,Q2: 爆破敢死队,0.2465,12.2,-11016.14,20.00%,0.8384,0.0,2204.09,7,0.23,0.7837,0.8384,0.874,3,70117.91
0xf76fb00b02dff13b463583d9846753cfcef28dcd,Q2: 爆破敢死队,0.0,15.0,-14568.71,0.00%,1.0,1187.14,999.3,7,0.23,0.0,1.0,1.0,5,173543.35
0x7de898a23a6310fd5f39aa094a562fc98987a421,Q2: 爆破敢死队,0.0053,15.04,-22160.51,16.67%,0.8624,618.2,42454.35,7,0.23,1512.4193,0.8624,0.9428,2,14695.94
0x8dd00df703f8216f6bc6b101b7c97621d0115ebf,Q2: 爆破敢死队,0.0,20.0,-399294.58,0.00%,0.8178,6.09,20557.91,6,0.2,0.0,0.8178,0.9463,6,623271.13
0x4680ca304e9c67f06f8683b2cc431523c046670e,Q2: 爆破敢死队,0.0539,24.0,-103006.09,20.00%,1.0567,1801.05,1363.52,6,0.2,0.3061,1.0567,1.0,4,740180.76
0x9861c5e8101b69b98f0133ea42e3281cf5530f35,Q2: 爆破敢死队,0.0,15.0,-71125.19,0.00%,1.0,0.0,22855.71,6,0.2,0.0,1.0,1.0,6,1017490.81
0xbba1746d55588090fc838c2d50cd1d68e1db8452,Q2: 爆破敢死队,0.0,12.29,-18781.98,0.00%,1.0,1744.04,3917.15,6,0.2,0.0,1.0,1.0,2,51937.99
0xbdaab1f05c3eda9872cab6423bd978528bbb1b72,Q2: 爆破敢死队,0.0,25.0,-52288.67,0.00%,0.0089,3.65,7279.92,6,0.2,0.0,0.0089,0.9863,3,127977.1
0x6d1d7fb205606e5bee6a71977c994c5719a06d33,Q2: 爆破敢死队,0.0,20.0,-47750.79,0.00%,0.9998,522.48,58808.65,6,0.2,0.0,0.9998,0.9657,4,105032.58
0xedb6ad4fb18b0085670c6dc767b88141927256ba,Q2: 爆破敢死队,0.145,11.56,-16046.31,17.86%,0.5247,0.0,20405.66,6,0.2,110.9354,0.5247,0.9451,7,19340.08
0x8ef4e90cd46fa5652b9e2228820624bc85ea5ac9,Q2: 爆破敢死队,0.0,20.0,-675135.52,0.00%,1.0,7493.79,28618.57,5,0.17,0.0,1.0,1.0,4,3787709.17
0x452ca8d2cf8847ad14876fbfe38388dbc590fc93,Q2: 爆破敢死队,0.0,30.0,-28593.7,0.00%,1.0,994.42,2614.74,5,0.17,0.0,1.0,1.0,3,202058.77
0x9269db63b4e96506dd515eba5ebd49e1227c31e6,Q2: 爆破敢死队,0.1653,32.5,-22212.67,25.00%,3.987,1464.18,8166.66,5,0.17,0.5491,3.987,1.0,0,31208.69
0x9d1bdacde1489889f6ed8de14bfae9315b32fe6c,Q2: 爆破敢死队,0.2673,23.33,-16011.21,24.00%,1.0,317.85,4391.17,5,0.17,0.5232,1.0,0.9997,3,22366.98
0xb4476ec1130b7c3d6acce78bdc4bcce74261de3a,Q2: 爆破敢死队,0.0,20.0,-618308.25,0.00%,1.0,11637.92,30239.1,5,0.17,0.0,1.0,1.0,4,3946752.65
0xbae5e19b0d4646b56e72c006388956068e4482cf,Q2: 爆破敢死队,0.0,26.0,-34823.45,0.00%,0.0173,11.2,9150.45,5,0.17,0.0,0.0173,0.97,2,140627.91
0xc7d021732e2ffd905c87cb47bf1f2af0de44b486,Q2: 爆破敢死队,0.0523,25.0,-544161.79,20.00%,0.7758,4546.87,16119.57,5,0.17,0.8687,0.7758,0.8657,4,710338.31
0x32561a2408b79511f611fa35fd2cd3fb34ecea2e,Q2: 爆破敢死队,0.2649,22.0,-180258.14,24.32%,0.7387,1050.07,7611.12,5,0.17,1.1217,0.7387,0.9588,1,179792.12
0xe0416849e40c45beafb550987e41a77308a3c8c8,Q2: 爆破敢死队,0.0,40.0,-16173.3,0.00%,0.7831,2650.02,1331.93,5,0.17,0.0,0.7831,1.0,1,195328.69
0xf75eccb9dab8d672e74334e1bcd9ff58336975d8,Q2: 爆破敢死队,0.0007,30.0,-23942.6,20.00%,1.0597,0.0,5671.25,5,0.17,0.8617,1.0597,1.0,10,94775.18
0x78b3a8b67c4c796a86493293f0a0a13854e7953c,Q2: 爆破敢死队,0.1236,17.95,-38033.11,21.43%,0.9737,18884.65,6459.11,5,0.17,0.8546,0.9737,0.812,2,19330.04
0x79621ac429cd901e5ccd175173d6182148d711a5,Q2: 爆破敢死队,0.0,20.0,-16412.46,0.00%,1.0,2451.91,11349.52,5,0.17,0.0,1.0,1.0,4,386687.16
0x42317d5b06c069e048fc87e4a1dfc926a921b672,Q2: 爆破敢死队,0.1628,13.83,-11640.75,22.73%,0.4592,1955.97,5023.46,4,0.13,0.3851,0.4592,0.9556,0,23116.07
0x43fb3159522903d773108d153b5aac6801034b16,Q2: 爆破敢死队,0.0,20.0,-1012971.15,0.00%,1.0,0.01,142.21,4,0.13,0.0,1.0,1.0,3,16660584.68
0x4c8d6e6f9b78b94a802fd951f991d98b6ea8db36,Q2: 爆破敢死队,0.0,13.0,-220286.43,0.00%,1.0,386.23,48862.32,4,0.13,0.0,1.0,1.0,3,152647.11
0xa8bc41320274de4410844c8ba02c26c9fedda0b6,Q2: 爆破敢死队,0.0,20.0,-35275.76,0.00%,0.9729,1329.68,14232.85,4,0.13,0.0,0.9729,1.0,3,99208.29
0xa83213219b79b40fab82013b9a4d66506a32d7cf,Q2: 爆破敢死队,0.0,20.0,-122125.66,0.00%,0.3527,0.0,17192.13,4,0.13,0.0,0.3527,1.0,2,950506.26
0x286af6ebd772bf21c457a6ebb270442661b8efed,Q2: 爆破敢死队,0.0,20.0,-15072.45,0.00%,1.0,0.33,1219.37,4,0.13,0.0,1.0,0.9882,2,602363.44
0xb7a0c5813a5e4eacc49e1095d2329e9b277fab5f,Q2: 爆破敢死队,0.0,25.0,-125911.56,0.00%,1.0,1380.94,152584.13,4,0.13,0.0,1.0,1.0,3,305354.43
0xe4d70fc7af37db7c5144ab005056b8b493dfae24,Q2: 爆破敢死队,0.0,11.5,-40784.9,0.00%,1.0,1965.34,14433.42,4,0.13,0.0,1.0,0.8,4,226169.48
0x8368577b3b3cc7b46c701e78ea6c6c50b2ad6faf,Q2: 爆破敢死队,0.0,18.0,-21369.01,0.00%,0.0608,240.27,70967.19,3,0.07,0.0,0.0608,0.9171,1,85835.75
0x400abc3dae98ec5aeef2681b40d4ced0a5aff934,Q2: 爆破敢死队,0.0607,20.0,-20856.52,20.00%,1.0,11203.81,145043.33,3,0.07,6.2526,1.0,1.0,2,20663.84
0x8ea82ad18c2fd184f19de8fd2060ee764a6e9bb4,Q2: 爆破敢死队,0.0,20.0,-31096.92,0.00%,0.1117,335.36,51358.18,3,0.03,0.0,0.1117,1.0,1,92585.1
0x4422a1931c56d0c4e95d6797dc758c8867cf3f3c,Q2: 爆破敢死队,0.0555,20.0,-114253.91,26.09%,1.5891,443.74,3015.04,3,0.03,9.4092,1.5891,1.0,1,173029.9
0x42b4f5155a7b02e3301855f3422137855aa84461,Q2: 爆破敢死队,0.0,20.0,-114023.36,0.00%,0.4468,1788.12,31731.9,3,0.03,0.0,0.4468,1.0,9,1027010.83
0x21a6bc777b2c268ffe99b4f1e172a822b3e8d928,Q2: 爆破敢死队,0.0,20.0,-17696.11,0.00%,1.0,3910.39,33408.03,3,0.07,0.0,1.0,1.0,2,123301.67
0x972e1d25c06c801ad910ece16f60785941364bd0,Q2: 爆破敢死队,0.0227,25.0,-15821.48,27.27%,0.893,96.6,1039.74,3,0.07,3.2475,0.893,0.9535,1,58579.4
0x104a5dcac1954e09562f7463d03c76bf53e657b7,Q2: 爆破敢死队,0.0,20.0,-35964.48,0.00%,1.0,0.13,99717.26,3,0.03,0.0,1.0,1.0,1,214246.92
0x504774cc07dff268713ccff4c760c4caeac76ae6,Q2: 爆破敢死队,0.032,20.0,-30893.64,16.67%,0.9886,1069.9,21376.41,3,0.03,233.2797,0.9886,1.0,1,121599.69
0xa41751937893464baac8e11284affba0177bb538,Q2: 爆破敢死队,0.0225,30.0,-146586.86,12.50%,0.5945,964.86,24439.61,3,0.07,6.025,0.5945,1.0,2,439575.39
0x10685430c194f44549ecdcdd28a15443dec94e7e,Q2: 爆破敢死队,0.0,40.0,-10909.24,0.00%,1.0,210.79,13724.93,3,0.07,0.0,1.0,1.0,1,33420.86
0x58a1ce6cab97469b71c5fefdba22baf87677a461,Q2: 爆破敢死队,0.1078,15.0,-23112.97,20.00%,1.0,225.96,14419.59,3,0.07,13.1384,1.0,1.0,1,31751.92
0x2976fc7639d5eabcae2653adcc89f26d1c1dc342,Q2: 爆破敢死队,0.0,20.0,-35018.66,0.00%,1.0,0.82,27199.68,3,0.03,0.0,1.0,1.0,1,45979.92
0xb6dd0ea111764f06c188b34454bcc6492f429bc5,Q2: 爆破敢死队,0.1527,18.33,-27347.34,16.67%,0.5732,435.87,2021.41,3,0.1,1.004,0.5732,0.9397,3,40204.31
0x2ac38775583fe3d3c7cc9ee15323fb246c791305,Q2: 爆破敢死队,0.05,20.0,-80795.27,20.00%,1.0,366.05,13804.37,3,0.07,4.8043,1.0,1.0,1,686488.2
0xc4d58b78a0088793237e7f52e106cd9b34798d2e,Q2: 爆破敢死队,0.1645,40.0,-33797.16,12.50%,0.3603,716.62,48264.79,3,0.1,3.7594,0.3603,0.9954,1,69809.09
0x12808faa65f83e5d65d037795107ddf2725645c6,Q2: 爆破敢死队,0.0159,33.0,-16820.58,14.29%,0.0435,31.96,63351.54,3,0.07,5.615,0.0435,0.9255,1,13930.98
0x03e311f27e0d7841ab28aea6736eb927d9ac8ed9,Q2: 爆破敢死队,0.0588,16.0,-25963.13,15.62%,1.0543,4.21,10501.08,3,0.03,2.1527,1.0543,1.0,1,16424.4
0x5ebedbbbbaaa3bf54b57ae4c27c19651baf6a0b3,Q2: 爆破敢死队,0.1581,35.0,-35453.67,22.22%,1.0,0.01,28978.36,3,0.03,1.6249,1.0,1.0,1,159921.73
0x5ea6651e4849c258adabe6e2f90850f4332cc357,Q2: 爆破敢死队,0.0,27.0,-19907.61,0.00%,1.0,8330.42,99891.66,3,0.07,0.0,1.0,1.0,2,1494507.63
0xd350afcc6c64e9ee45b0293afbdfc7d116f73efd,Q2: 爆破敢死队,0.0,20.0,-99159.4,0.00%,1.0,2143.05,15071.43,3,0.07,0.0,1.0,1.0,1,175789.42
0x2ea1dd281edbd4bd425b235cb9c3f9a603cb5dbc,Q2: 爆破敢死队,0.0,20.0,-11598.7,0.00%,1.0,267.56,144923.32,3,0.03,0.0,1.0,1.0,1,29777.75
0xe3808ffeb3385008faf2bb714410d8d781ec6113,Q2: 爆破敢死队,0.0108,11.17,-92327.75,18.18%,0.4579,233.49,10552.52,3,0.03,3.884,0.4579,0.8863,1,70112.39
0x6d63a40776bf54fc4a86e16505bbfac312bfe177,Q2: 爆破敢死队,0.0,20.0,-20085.42,0.00%,1.0,550.13,28197.73,3,0.03,0.0,1.0,1.0,1,83951.19
0x167ec339e5539100bc453ac349f012e194bf85a3,Q2: 爆破敢死队,0.0,20.0,-40311.3,0.00%,1.0,1432.25,127650.69,3,0.03,0.0,1.0,1.0,1,89119.06
0x1649a89c94819b8e9195658e5a5b43d24a58f8d4,Q2: 爆破敢死队,0.0,25.0,-27608.86,0.00%,1.0,123.22,9880.22,3,0.07,0.0,1.0,1.0,1,137162.11
